ticker,disease,stage,date,catalyst
MGNX,Squamous cell carcinoma of the head and neck (SCCHN),Phase 2,2022-07-08 00:00:00,"Phase 2 trial discontinued following an internal review of safety data, which included the occurrence of seven fatalities potentially associated with hemorrhagic events in both arms of the study, noted July 8, 2022."
AMGN,Uncontrolled Gout,Approved,2022-07-08 00:00:00,"Approved July 8, 2022."
NVO,Hemophilia A,Phase 1/2,2022-07-11 00:00:00,"Phase 1/2 trial met primary endpoint, noted July 11, 2022."
SCPH,Chronic heart failure,Phase 2,2022-07-12 00:00:00,"Phase 2 trial data reported a 37% reduction in the risk of a heart failure hospitalization relative to patients randomized to ""treatment as usual"" at day 30, noted July 12, 2022."
ALDX,Dry eye disease,Phase 3,2022-07-12 00:00:00,"Phase 3 crossover results reported that met both primary endpoints, noted July 12, 2022."
NVAX,COVID-19 vaccine,Approved,2022-07-13 00:00:00,"Emergency Use Authorization (EUA) granted July 13, 2022."
CFRX,Serious infections caused by Staph aureus including MRSA,Phase 3,2022-07-13 00:00:00,"Phase 3 DSMB interim futility recommended the trial be stopped, noted July 13, 2022."
HGEN,COVID-19,Phase 2/3,2022-07-13 00:00:00,"Phase 2/3 top-line data showed that trial did not achieve statistical significance on the primary endpoint. The data also showed a non-significant trend toward a reduction in mortality in the overall patient population, noted July 13, 2022."
SNY,Eosinophilic esophagitis (EoE) in 1-11 year olds,Phase 3,2022-07-14 00:00:00,"Phase 3 data reported that trial met its primary endpoint, noted July 14, 2022."
REGN,Eosinophilic esophagitis (EoE) in 1-11 year olds,Phase 3,2022-07-14 00:00:00,"Phase 3 data reported that trial met its primary endpoint, noted July 14, 2022."
RGLS,Alport Syndrome,Phase 2,2022-07-15 00:00:00,"Phase 2 trial terminated after failing to meet pre-defined futility criteria, noted July 15, 2022."
HRMY,Fragile X Syndrome in Children and Adolescents,Phase 3,2022-07-18 00:00:00,"Longterm data reported improvements in ABC-CFXS Social Avoidance in the full population, noted July 18, 2022."
ZYNE,Fragile X Syndrome in Children and Adolescents,Phase 3,2022-07-18 00:00:00,"Longterm data reported improvements in ABC-CFXS Social Avoidance in the full population, noted July 18, 2022."
ETON,Epilepsy,Approved,2022-07-18 00:00:00,"Approved July 18, 2022."
RARE,Angelman Syndrome,Phase 1/2,2022-07-18 00:00:00,"Phase 1/2 UK data reported that treatment displayed a meaningful improvement in clinical disease and an acceptable safety profile, noted July 18, 2022."
VBLT,Recurrent platinum resistant ovarian cancer,Phase 3,2022-07-19 00:00:00,"Phase 3 trial did not meet the primary endpoint, noted July 19, 2022."
INCY,Vitiligo,Approved,2022-07-19 00:00:00,"Approved July 19, 2022."
ARTL,Cancer-Related Anorexia and Weight Loss,Phase 1b,2022-07-19 00:00:00,"Phase 1b safety review determined that treatment is well-tolerated, noted July 19, 2022."
HLVX,GI.1/GII.4 virus-like particle (VLP) vaccine,Phase 2,2022-07-20 00:00:00,"Phase 2 data reported that Pan-Ig and HBGA blocking antibody responses persisted to year 5 and no adverse events reported were determined to be related to treatment, noted July 20, 2022."
BIIB,Cognitive Impairment Associated With Schizophrenia (CIAS),Phase 2b,2022-07-20 00:00:00,"Phase 2b trial did not meet its primary endpoint, and program will be discontinued, noted July 20, 2022."
MRK,Head and neck squamous cell carcinoma (HNSCC),Phase 3,2022-07-20 00:00:00,"Phase 3 trial did not meet primary endpoint, noted June 20, 2022."
VTGN,Social Anxiety Disorder (SAD),Phase 3,2022-07-22 00:00:00,"Phase 3 trial did not meet primary endpoint, noted July 22, 2022."
JNJ,Non-small cell lung cancer,Phase 1/2,2022-07-26 00:00:00,"Phase 1b/2 data reported an overall response rate (ORR) of 50%, with 15 out of 20 patients remaining on treatment, noted July 26, 2022."
GSK,Pediatric Lupus Nephritis,Approved,2022-07-27 00:00:00,"Approved July 27, 2022."
MYOV,Endometriosis,Phase 3,2022-07-28 00:00:00,"Phase 3 data reported that trials met both co-primary endpoints with 75% of women in the relugolix combination therapy group in both studies achieving a clinically meaningful reduction in dysmenorrhea compared with 27% and 30% of women in the placebo groups at Week 24, respectively, noted July 28, 2022."
PFE,Endometriosis,Phase 3,2022-07-28 00:00:00,"Phase 3 data reported that trials met both co-primary endpoints with 75% of women in the relugolix combination therapy group in both studies achieving a clinically meaningful reduction in dysmenorrhea compared with 27% and 30% of women in the placebo groups at Week 24, respectively, noted July 28, 2022."
MBRX,Soft tissue sarcoma lung metastases,Phase 1/2,2022-07-28 00:00:00,"Preliminary Phase 1b data reported that treatment demonstrated clinical activity, defined as stable disease or better, noted July 28, 2022."
HALO,Non-small cell lung cancer (NSCLC),Phase 3,2022-08-01 00:00:00,"Phase 3 trial met co-primary endpoints, noted August 2, 2022. Regulatory filing planned."
JNJ,Psoriatic Arthritis in Pediatric Patients,Approved,2022-08-01 00:00:00,"Approved August 1, 2022."
IPHA,Head and neck squamous cell carcinoma of the head and neck (SCCHN),Phase 3,2022-08-01 00:00:00,"Phase 3 trial did not meet the futility interim analysis, noted August 1, 2022."
CNCE,Alopecia Areata,Phase 3,2022-08-01 00:00:00,"Phase 3 topline data reported that trial met primary endpoint and key secondary endpoint, noted August 1, 2022."
RHHBY,Non-small cell lung cancer (NSCLC),Phase 3,2022-08-01 00:00:00,"Phase 3 trial met co-primary endpoints, noted August 2, 2022. Regulatory filing planned."
ACIU,Autosomal Dominant Alzheimer's Disease (ADAD,Phase 3,2022-08-02 00:00:00,"Additional Phase 3 data reported that cognitive test scores of API ADAD composite 22.9%, FCSRT 19.9% and RBANS total score 43.8%, noted August 2, 2022."
RHHBY,Autosomal Dominant Alzheimer's Disease (ADAD,Phase 3,2022-08-02 00:00:00,"Additional Phase 3 data reported that cognitive test scores of API ADAD composite 22.9%, FCSRT 19.9% and RBANS total score 43.8%, noted August 2, 2022."
CHRS,"Wet age-related macular degeneration (wAMD), among others",Approved,2022-08-02 00:00:00,"Biosimilar approved August 2, 2022."
MRK,Metastatic castration-resistant prostate cancer (mCRPC),Phase 3,2022-08-03 00:00:00,"Phase 3 trial results were not statistically significant, noted August 3, 2022."
LIAN,Ulcerative Colitis (UC),Phase 1b,2022-08-03 00:00:00,"Phase 1b top-line data reported that no serious adverse events (SAEs) were reported, noted August 3, 2022."
LABP,Ulcerative Colitis (UC),Phase 1b,2022-08-03 00:00:00,"Phase 1b top-line data reported that no serious adverse events (SAEs) were reported, noted August 3, 2022."
ABBV,Jawline definition,Approved,2022-08-03 00:00:00,"Approved August 3, 2022."
MACK,Small Cell Lung Cancer,Phase 3,2022-08-03 00:00:00,"Phase 3 trial did not meet primary endpoint, noted August 3, 2022."
AKBA,ARDS in subjects with COVID-19 and hypoxemia,Phase 2,2022-08-04 00:00:00,"Phase 2 trial data reported that at Day 14, the proportions of subjects who had a 6, 7 or 8 on the NIAID-OS were 13.3% for vadadustat versus 16.9% for placebo, missing its primary endpoint, noted August 4, 2022."
NBIX,Essential Tremor,Phase 2,2022-08-04 00:00:00,"Phase 2 trial did not meet primary endpoints, noted August 4, 2022."
ACAD,Alzheimer’s disease psychosis (ADP),CRL,2022-08-05 00:00:00,"CRL announced August 5, 2022."
AZN,"Chronic Lymphocytic Leukemia (CLL), small lymphocytic lymphoma (SLL) and refractory mantle cell lymphoma (MCL)",Approved,2022-08-05 00:00:00,"Approved August 5, 2022."
MYOV,Endometriosis-associated pain,Approved,2022-08-05 00:00:00,"Approved August 5, 2022."
PFE,Endometriosis-associated pain,Approved,2022-08-05 00:00:00,"Approved August 5, 2022."
CYAD,Colorectal cancer,Phase 1,2022-08-05 00:00:00,"Phase 1 preliminary data noted 2/15 partial responses from the dose-escalation segment. Median progression-free survival (mPFS) and median overall survival (mOS) was 3.9 months and 10.6 months, respectively."
AZN,HER low breast cancer,Approved,2022-08-05 00:00:00,"Approved August 5, 2022."
EQRX,Stage III Non-small cell lung cancer (NSCLC),Phase 3,2022-08-07 00:00:00,"Phase 3 data reported that treatment demonstrated a statistically significant improvement in progression-free survival versus placebo, noted August 7, 2022."
KRTX,Acute psychosis in patients with schizophrenia,Phase 3,2022-08-08 00:00:00,"Phase 3 trial met primary endpoint and secondary endpoints, demonstrating a statistically significant 9.6-point reduction in PANSS Total Score compared to placebo at Week 5, noted August 8, 2022."
INFI,Urothelial cancer,Phase 2,2022-08-09 00:00:00,"Phase 2 data reported that 45% of patients were alive compared to only 24% in the control arm, noted August 9, 2022."
ALNA,Gout in chronic kidney disease (CKD),Phase 2a,2022-08-10 00:00:00,"Cohort A and B initial data reported that the data was not statistically significant, noted August 10, 2022."
RHHBY,Influenza in patients 5 years and older,Approved,2022-08-11 00:00:00,"Approved August 11, 2022."
FSTX,Head and neck cancer,Phase 2,2022-08-11 00:00:00,"Phase 2 data reported that treatment was well tolerated and cleared the pre-determined futility, noted August 11, 2022."
AZN,Non-small Cell Lung Cancer (NSCLC),Approved,2022-08-12 00:00:00,"Approved August 12, 2022."
NVS,Spinal muscular atrophy (SMA) Type 2,Phase 3,2022-08-12 00:00:00,"Phase 3 data reported two patient deaths, noted August 12, 2022"
APTX,Fibromyalgia,Phase 2b,2022-08-12 00:00:00,"Phase 2b data reported that trial did not meet statistically significant, noted August 12, 2022."
NVS,"Non-small cell lung cancer (NSCLC), adjuvant",Phase 3,2022-08-15 00:00:00,"Phase 3 trial did not meet the primary endpoint, noted August 15, 2022."
VTYX,Plaque psoriasis,Phase 1,2022-08-15 00:00:00,"Phase 1 data reported that treatment was well-tolerated with a dose-dependent increase in expsoure and target coverage, noted August 15, 2022."
VRDN,Thyroid eye disease (TED),Phase 1,2022-08-15 00:00:00,"Phase 1 study demonstrated that treatment achieved a substantially extended half-life of 30-40 days and the feasibility of a convenient, low-volume, subcutaneous injection paradigm of 2mL 300mg, noted August 15, 2022."
BLUE,β-Thalassemia,Approved,2022-08-17 00:00:00,"Approved August 17, 2022."
SNY,ER+/HER2- advanced breast cancer,Phase 3,2022-08-17 00:00:00,"Phase 3 trial did not meet the prespecified boundary for continuation following a IDMC review, noted August 17, 2022."
ARCT,COVID-19 variant vaccine,Phase 1/2,2022-08-18 00:00:00,"Additional Phase 1/2 data reported broad neutralizing antibody response against Omicron variants of concern, including BA.5, lasting for up to at least six months after administration of low-dose (5 mcg) ARCT-154 booster, noted August 18, 2022."
AXSM,Major Depressive Disorder,Approved,2022-08-19 00:00:00,"FDA Approved on August 19, 2022."
NVO,Type 2 diabetes,Phase 2,2022-08-22 00:00:00,"Phase 2 trial data noted that treatment achieved a numerically higher HbA1c reduction of 2.18%-points compared to a reduction of 1.79%-points for people treated with semaglutide and 0.93%-points with cagrilintide alone, noted August 22, 2022."
AMGN,Paroxysmal nocturnal hemoglobinuria (PNH),Phase 3,2022-08-23 00:00:00,"Phase 3 trial met its primary endpoint, noted August 23, 2022."
JNJ,Pediatric Chronic Graft-Versus-Host Disease,Approved,2022-08-24 00:00:00,"Approved August 24, 2022."
INCY,Myeloid/lymphoid neoplasms (MLNs) with FGFR1 rearrangement,Approved,2022-08-26 00:00:00,"Approved August 26, 2022."
BMY,Stroke prevention (SSP),Phase 2,2022-08-28 00:00:00,"Phase 2 trial results reported that a a dose response was not observed and a relative risk reduction of approximately 30% in symptomatic ischemic stroke, noted August 28, 2022."
ALNY,IgA nephropathy,Phase 2,2022-08-29 00:00:00,"Phase 2 new results demonstrated an equivalent 36% reduction in 24-hour urine total protein and a higher proportion, 32 vs 13%, of patients treated in comparison to placebo, respectively, achieving greater than or equal to 50% reduction in 24-hour UPCR, noted August 29, 2022."
BYSI,Multiple Myeloma,Phase 2,2022-08-29 00:00:00,"Phase 2 data reported that the median white blood count (WBC) on Day 0, 1 and 2 was 7.6. Six patients had fever at median of eight days post AHCT. Five patients with engraftment syndrome were treated with steroids, and there was one patient with non-engraftment-related neutropenic fever, noted August 29, 2022."
REGN,IgA nephropathy,Phase 2,2022-08-29 00:00:00,"Phase 2 new results demonstrated an equivalent 36% reduction in 24-hour urine total protein and a higher proportion, 32 vs 13%, of patients treated in comparison to placebo, respectively, achieving greater than or equal to 50% reduction in 24-hour UPCR, noted August 29, 2022."
JNCE,Second-line non-small cell lung cancer (NSCLC) patients,Phase 2,2022-08-30 00:00:00,"Phase 2 trial did not meet its primary endpoint, noted August 30, 2022."
CYTO,Vertigo,Phase 2,2022-08-30 00:00:00,"Phase 2 data reported that trial met primary endpoint, noted August 30, 2022."
DVAX,COVID-19 vaccine in adolescents,Phase 2/3,2022-08-30 00:00:00,"Phase 2/3 data reported a 12 to 61-fold increase in neutralizing antibodies against BA.5, noted August 30, 2022."
AQST,Epileptic seizures,Approved,2022-08-31 00:00:00,"Tentative approval from FDA on August 31, 2022. The tentative approval was due to to an existing FDA regulatory grant of orphan drug market exclusivity for Valtoco, a diazepam nasal spray product, Libervant is not yet eligible for marketing in the United States."
ANAB,Hidradenitis Suppurativa,Phase 2,2022-08-31 00:00:00,"Phase 2 trial did not meet its primary endpoint, noted August 31, 2022."
PYPD,Abdominal (soft tissue) sternal surgical site infections,Phase 3,2022-09-02 00:00:00,"Phase 3 trial did not meet primary endpoint, noted September 2, 2022."
VRTX,Cystic fibrosis (CF) in patients aged 12 to <24 months,Approved,2022-09-02 00:00:00,"Approved September 2, 2022."
PCRX,Nerve blocker in lower extremity surgeries,Phase 3,2022-09-06 00:00:00,"Phase 3 trial met primary endpoint, noted September 7, 2022."
BCYC,Solid tumors,Phase 1/2,2022-09-06 00:00:00,"Phase 1/2 dose escalation cohort data reported an overall response rates of 22% and 67% in ovarian and urothelial cancers, with one complete response, noted September 7, 2022."
SVRA,Autoimmune pulmonary alveolar proteinosis (PAP),Phase 3,2022-09-06 00:00:00,"Additional Phase 3 data reported that patients treated with molgramostim after undergoing WLL had greater improvements in endpoint measures of gas exchange, noted September 6, 2022."
AMYT,Maintenance treatment of adult acromegaly,Phase 3,2022-09-07 00:00:00,"Additional Phase 3 data reported that no new or increased safety signals were identified with a shorter time to initiation of Mycapssa, noted September 7, 2022."
GKOS,Glaucoma,Phase 3,2022-09-07 00:00:00,"Phase 3 trials met primary endpoint, noted September 7, 2022."
RVNC,Moderate to severe glabellar (frown) lines,Approved,2022-09-08 00:00:00,"Approved September 8, 2022."
TAK,Colorectal cancer,Phase 3,2022-09-08 00:00:00,"Phase 3 data demonstrated that treatment reduced the risk of death by 34% in metastatic colorectal cancer , and Increased disease control with risk of disease progression or death reduced by 68%, noted September 8, 2022"
HCM,Colorectal cancer,Phase 3,2022-09-08 00:00:00,"Phase 3 data demonstrated that treatment reduced the risk of death by 34% in metastatic colorectal cancer , and Increased disease control with risk of disease progression or death reduced by 68%, noted September 8, 2022"
CARA,Pruritus and Notalgia Paresthetica,Phase 2,2022-09-08 00:00:00,"Phase 2 data reported a WI-NRS score of 0 or 1 for 70% of the daily non-missing WI-NRS scores for the week., noted September 8, 2022."
EXEL,Renal Cell Carcinoma (RCC),Phase 3,2022-09-08 00:00:00,"Phase 3 data presented at ESMO reported that the median PFS was not reached for the triple combination and was 11.3 months for the combination of nivolumab and ipilimumab. Objective response rates in the PFS intent-to-treat population was 43% and 36%, respectively, noted September 8, 2022."
TAK,Renal Cell Carcinoma (RCC),Phase 3,2022-09-08 00:00:00,"Phase 3 data presented at ESMO reported that the median PFS was not reached for the triple combination and was 11.3 months for the combination of nivolumab and ipilimumab. Objective response rates in the PFS intent-to-treat population was 43% and 36%, respectively, noted September 8, 2022."
BMY,Renal Cell Carcinoma (RCC),Phase 3,2022-09-08 00:00:00,"Phase 3 data presented at ESMO reported that the median PFS was not reached for the triple combination and was 11.3 months for the combination of nivolumab and ipilimumab. Objective response rates in the PFS intent-to-treat population was 43% and 36%, respectively, noted September 8, 2022."
ASRT,Neutropenia,Approved,2022-09-09 00:00:00,"Approved September 9, 2022."
SPPI,Neutropenia,Approved,2022-09-09 00:00:00,"Approved September 9, 2022."
ARQT,Seborrheic dermatitis,Phase 3,2022-09-09 00:00:00,"Additional Phase 3 data presented at EADV reported that more than 60% of patients treated with roflumilast foam achieved an itch response at Week 8, noted September 9, 2022."
AMGN,Plaque psoriasis in pediatric patients,Phase 3,2022-09-09 00:00:00,"Phase 3 primary endpoint was met, noted September 8, 2022."
NVS,Breast cancer,Phase 3,2022-09-09 00:00:00,"Phase 3 overall survival data reported a median OS of approximately five years, noted September 9, 2022."
ALLK,Eosinophilic Gastritis and/or eosinophilic duodenitis (EoD),Phase 3,2022-09-09 00:00:00,"Phase 3 24-week data showed that the company met its histologic co-primary endpoint but missed symptomatic co-primary endpoint, noted September 9, 2022."
EXEL,Solid Tumors,Phase 1b,2022-09-10 00:00:00,"Phase 1b data presented at ESMO demonstrated preliminary clinical activity similar to that observed with cabozantinib in Phase 1 across a range of solid tumors and dose levels, with a manageable safety profile, noted September 10, 2022."
BMY,Solid Tumors,Phase 1b,2022-09-10 00:00:00,"Phase 1b data presented at ESMO demonstrated preliminary clinical activity similar to that observed with cabozantinib in Phase 1 across a range of solid tumors and dose levels, with a manageable safety profile, noted September 10, 2022."
SPPI,Non-small cell lung cancer (NSCLC) with exon 20 insertion mutation in EGFR or HER2,Phase 2,2022-09-10 00:00:00,"Phase 2 cohorts 2 and 4 data presented at ESMO showed that 12/14 patients were evaluable and all had partial response, resulting in an ORR of 85.7% (95% CI, 57.2, 98.2) and a median DOR of 5.5 months . The ORR was 100% in the previously treated C2 patients, and 71.4% in the treatment naïve C4 patients. Median DOR was 5.3 months for the C2 patients and 8.9 months for those in C4, noted September 10, 2022."
DCPH,Solid tumors,Phase 1,2022-09-10 00:00:00,"Phase 1 initial data presented at ESMO demonstrated a favorable tolerability profile and pharmacokinetics, and strong target inhibition across all dose levels tested, noted September 10, 2022"
NKTR,Solid Tumors,Phase 1b,2022-09-10 00:00:00,"Phase 1b data presented at ESMO demonstrated preliminary clinical activity similar to that observed with cabozantinib in Phase 1 across a range of solid tumors and dose levels, with a manageable safety profile, noted September 10, 2022."
MRK,Unresectable hepatocellular carcinoma (uHCC),Phase 3,2022-09-10 00:00:00,"Phase 3 trial data was not statistically significant, noted August 3, 2022. Phase 3 data presented at ESMO showed that there was a trend toward improvement for one of the study's dual primary endpoints, overall survival (OS), for patients treated; however, the results did not meet statistical significance per the pre-specified statistical plan. The median OS was 21.2 months for combination and 19.0 months monotherapy, September 10, 2022."
SWTX,Desmoid tumors,Phase 3,2022-09-10 00:00:00,"Phase 3 data presented at ESMO resulted in rapid, sustained and statistically significant Improvements in primary and all Key secondary efficacy endpoints, noted September 10, 2022."
LYRA,Chronic rhinosinusitis / Chronic Sinusitis,Phase 2,2022-09-10 00:00:00,"Additional Phase 2 results data presented at ARS demonstrated that significantly more patients at baseline improved to mild/no symptoms at week 24 after treatment compared to control, noted September 10, 2022."
BMY,Plaque psoriasis,Approved,2022-09-10 00:00:00,"FDA Approval on September 10, 2022."
CRDF,KRAS-Mutated Colorectal Cancer,Phase 1/2,2022-09-10 00:00:00,"Phase 1b/2 data presented at ESMO showed durable responses to treatment, with a median duration of response (mDoR) of 11.7 months, noted September 10, 2022."
AZN,Non-squamous non-small cell lung cancer (NSCLC),Phase 2,2022-09-11 00:00:00,"Phase 2 data to be presented at ESMO demonstrated continued durable activity across patient subtypes, noted September 11, 2022."
ONTX,KRAS+ Non-Small Cell Lung Cancer,Phase 1/2,2022-09-12 00:00:00,"Phase 1/2a data presented at ESMO showed an early signal of efficacy in an extensively pre-treated population with 1 complete response and 2 partial responses achieved in 14 evaluable patients, noted September 12, 2022."
GRTS,Solid tumors,Phase 1/2,2022-09-12 00:00:00,"Phase 2 portion data from Phase 1/2 trial presented at ESMO demonstrated early evidence of efficacy with a 39% molecular response rate in evaluable patients with late-line microsatellite-stable colorectal cancer (MSS-CRC) and non-small cell lung cancer (NSCLC). Data support moving trial into earlier lines of treatment, noted September 12, 2022."
GRTS,Non-small cell lung cancer (NSCLC),Phase 2,2022-09-12 00:00:00,"Phase 2 data presented at ESMO demonstrated early evidence of efficacy with a 39% molecular response rate in evaluable patients, noted September 12, 2022."
AMGN,Colorectal Cancer (CRC),Phase 1b,2022-09-12 00:00:00,"Phase 1b data presented at ESMO showed that treatment achieved a 30% confirmed objective response rate in patients with KRAS G12C-mutated metastatic colorectal cancer. Treatment response rates can be as low as 2% in this patient population, and the current standard of care offers a median progression-free survival benefit of 2 months, noted September 12, 2022."
PHRRF,Levodopa-induced dyskinesia in Parkinson's disease,Phase 1/2,2022-09-15 00:00:00,"Phase 1/2 data reported a 51% reduction of UDysRS at infusion 2, and 41% reduction by 3 months post infusion. Treatment data demonstrated that 100% of subjects treated with ketamine had a reduction in dyskinesias, noted September 16, 2022."
OMER,COVID-19,Phase 2,2022-09-15 00:00:00,"Phase 2 data reported that neither the futility nor graduation criteria were met in the analysis of the randomized population at the time the narsoplimab arm was terminated, noted September 15, 2022."
NAVB,Rheumatoid arthritis,Phase 2b,2022-09-15 00:00:00,"Phase 2b data reported that the quantitative TIL uptake in the hands and wrists of patients is proportional to the amount of macrophage involvement in an individual RA patient's joint inflammation, noted September 15, 2022."
HRTX,Postoperative nausea and vomiting (PONV),Approved,2022-09-16 00:00:00,"Approved September 16, 2022."
AZN,Paroxysmal nocturnal hemoglobinuria (PNH),Phase 3,2022-09-16 00:00:00,"Phase 3 trial met primary endpoint at interim analysis, noted September 16, 2022."
BLUE,Cerebral Adrenoleukodystrophy (CALD),Approved,2022-09-17 00:00:00,"Approved September 17, 2022."
JNJ,Plaque psoriasis,Phase 3,2022-09-18 00:00:00,"Phase 3b data reported that patients treated with guselkumab ≤2 years after disease onset (versus >2 years) are more likely to achieve super-respondera status, noted September 18, 2022."
ZLDPF,Pediatric Congenital hyperinsulinism (CHI),Phase 3,2022-09-19 00:00:00,"Phase 3 trial additional data showed that treatment significantly reduced the requirement for intravenous (IV) glucose to maintain glycemia in neonates and infants with CHI and reduced glucose requirements to levels that potentially allow for discontinuation of IV glucose support, noted September 19, 2022."
ERYP,Triple-Negative Breast Cancer (TNBC),Phase 2,2022-09-19 00:00:00,"Phase 2 data reported that no clinical benefit was demonstrated, noted September 19, 2022."
TRVI,Chronic cough - Idiopathic pulmonary fibrosis (IPF),Phase 2,2022-09-19 00:00:00,"Phase 2 full data reported that trial met primary endpoint, noted September 19, 2022."
VIRI,Fibromyalgia,Phase 2b,2022-09-19 00:00:00,"Phase 2b trial did not meet primary endpoint, noted September 19, 2022."
FENC,"Ototoxicity in non-metastatic, solid tumors",Approved,2022-09-20 00:00:00,"Approved September 20, 2022."
WVE,Huntington’s disease,Phase 1/2,2022-09-20 00:00:00,"Phase 1b/2a data reported a mean mHTT reduction across both cohorts of 22%, noted September 20, 2022."
PCRX,Lower extremity nerve block,Phase 3,2022-09-21 00:00:00,"Phase 3 trial data achieved the study's primary endpoint by demonstrating a statistically significant reduction in cumulative pain scores from 0 to 96 hours compared with bupivacaine HCl, noted September 21, 2022."
LLY,Treatment-naïve RET fusion-positive non-small cell lung cancer (NSCLC),Approved,2022-09-21 00:00:00,"FDA Approval on September 21, 2022."
VBIV,Hepatitis B vaccine,Phase 3,2022-09-21 00:00:00,"Additional Phase 3 data reported that treatment may be effective only in low level HBsAg carriers with a low tolerizing effect of HBsAg, noted September 21, 2022."
LLY,RET Fusion-Positive Solid Tumors,Approved,2022-09-21 00:00:00,"Approved September 21, 2022."
ABVC,Attention Deficit Hyperactivity Disorder (ADHD),Phase 2a,2022-09-23 00:00:00,"Part 1 of Phase 2 study found that the active ingredient of ABV-1505, PDC-1421, was safe, well-tolerated and efficacious during the treatment and follow-up period with six adult patients, noted September 23, 2022."
WINT,Cardiogenic Shock in severe acute heart failure,Phase 2,2022-09-26 00:00:00,"Phase 2 dose response data demonstrated that study met its primary endpoint of significantly improved systolic blood pressure over the first 6 hours of study drug infusion. The study also met several other secondary endpoint assessments of cardiac function, noted on September 26, 2022."
EQ,Systemic lupus erythematosus (SLE) and lupus nephritis (LN),Phase 1b,2022-09-27 00:00:00,"Phase 1b interim data demonstrated clinically meaningful response in highly proteinuric subjects: 5 of 6 (83%) subjects achieved a complete or partial response and 4 of 6 (67%) subjects achieved > 80% reduction in urine protein creatinine ratio (UPCR) by week 28, 8 of 12 (67%) subjects achieved > 50% reduction in UPCR (6 subjects still dosing). The treatment continues to demonstrate favorable safety and tolerability through six months, noted September 27, 2022."
REGN,Prurigo nodularis (PN),Approved,2022-09-28 00:00:00,"Approved September 28, 2022."
SNY,Prurigo nodularis (PN),Approved,2022-09-28 00:00:00,"Approved September 28, 2022."
BMY,Mesothelin-positive solid tumors,Phase 1/2,2022-09-28 00:00:00,"Phase 1 translational data demonstrated tolerability and clinical benefit. Second RECIST PR in ovarian cancer supports broad potential of treatment, consistent tumor regression in 93% evaluable patients with DCR of 77%. PFS of 5.6 months and overall survival of 11.2 months suggest durability of benefit in mesothelioma. Phase 2 portion of trial underway, noted September 28, 2022."
TCRR,Mesothelin-positive solid tumors,Phase 1/2,2022-09-28 00:00:00,"Phase 1 translational data demonstrated tolerability and clinical benefit. Second RECIST PR in ovarian cancer supports broad potential of treatment, consistent tumor regression in 93% evaluable patients with DCR of 77%. PFS of 5.6 months and overall survival of 11.2 months suggest durability of benefit in mesothelioma. Phase 2 portion of trial underway, noted September 28, 2022."
AMLX,Amyotrophic lateral sclerosis (ALS),Approved,2022-09-29 00:00:00,"Approved September 29, 2022."
CPRX,Pediatric Lambert-Eaton myasthenic syndrome (LEMS),Approved,2022-09-29 00:00:00,"sNDA approved September 29, 2022."
BHVN,Amyotrophic lateral sclerosis (ALS),Phase 3,2022-09-29 00:00:00,"Phase 3 trial did not meet its primary endpoint, noted September 29, 2022."
PFE,Amyotrophic lateral sclerosis (ALS),Phase 3,2022-09-29 00:00:00,"Phase 3 trial did not meet its primary endpoint, noted September 29, 2022."
IMGN,Ovarian cancer and relapsed endometrial cancer,Phase 1/2,2022-09-29 00:00:00,"Additional Phase 1b/2 data reported that ORR was 71% and carboplatin AUC5 had an ORR of 89%, noted September 29, 2022."
IMGN,Ovarian cancer,Phase 1/2,2022-09-29 00:00:00,"Phase 1/2 data reported an ORR of 44%, a median DOR of 11.8 months, and median PFS of 8.2 months, noted September 29, 2022."
AXLA,Non-alcoholic steatohepatitis (NASH) / non-alcoholic fatty liver disease (NAFLD),Phase 2b,2022-09-29 00:00:00,"Additional Phase 2b data reported statistically significant improvements in the liver stiffness measurement (LSM) compared to placebo in the high dose arm for all subjects, noted September 29, 2022."
APLS,Geographic atrophy (GA) associated with age-related macular degeneration (AMD),Phase 3,2022-09-30 00:00:00,"Phase 3 24-month data reported evidence that slowing GA lesion growth has the potential to preserve visual function, noted September 30, 2022."
ZLDPF,Short bowel syndrome (SBS),Phase 3,2022-09-30 00:00:00,"Phase 3 trial results reported that trial met its primary endpoint, noted September 30, 2022."
GRTS,Non-small cell lung cancer (NSCLC) and colorectal cancer (CRC),Phase 2,2022-09-30 00:00:00,"Phase 2 initial data presented at ESMO noted a 39% molecular response rate (MRR), noted September 2022."
BLTE,Adolescent Stargardt disease (STGD1),Phase 1/2,2022-10-01 00:00:00,"Phase 1b/2 trial 1-year interim data from the 2-year treatment in adolescent data reported that data showed stabilization in several parameters, including halting or slowing lesion growth, preservation in retinal thickness, reduction in Ellipsoid Zone (EZ) defect width, and stabilization of visual acuity, noted October 1, 2022."
MGTX,X-linked retinitis pigmentosa (XLRP),Phase 1/2,2022-10-01 00:00:00,"Full Phase 1/2 data presented at AAO reported an improvement in mean retinal sensitivity in the treated eye compared to untreated eyes in the randomized concurrent control arm, noted October 1, 2022."
NVO,Type 2 diabetes,Phase 3,2022-10-03 00:00:00,"Phase 3a trial met primary endpoint, noted October 3, 2022."
VSTM,KRAS mutant non-small cell lung cancer (NSCLC),Phase 2,2022-10-04 00:00:00,"Phase 2 part A data did not meet the pre-defined criteria to continue the trial, noted October 4, 2022."
