ticker,disease,stage,date,catalyst,label
TARS,Lyme disease,Phase 1,12/15/22,"Phase 1 data data showed that treatment was well tolerated and safety data supports progression to Phase 2a (Carpo), noted December 15, 2022.",5
ALNY,Gout,Phase 1,12/15/22,"Phase 1 pharmacodynamic data suggest extrahepatic contributes significantly to serum urate in humans, noted December 15, 2022.",4
SYBX,Enteric Hyperoxaluria,Phase 1b,12/15/22,"Phase 1b study results and proof of concept data reported a 38% reduction in urinary oxalate compared to placebo, noted December 15, 2022.",5
ASMB,Hepatitis B,Phase 1b,12/19/22,"Phase 1b data reported that in the cohort of 50 mg, six of eight HBV patients on treatment reached lower limit of quantification for HBV DNA by day 21 and patients showed a mean reduction of 3.1 logs in plasma HBV DNA, noted December 19, 2022.",5
VNDA,Bipolar Disorder,Phase 3,12/19/22,"Phase 3 trial results reported that treated patients showed a larger improvement than placebo treated patients, and this difference was highly statistically significant, noted December 19, 2022.",5
CERE,Schizophrenia,Phase 1,12/19/22,"Phase 1 results reported that treatment demonstrated a mean change from baseline at week eight in 24-hour ambulatory systolic blood pressure (SBP) of -2.7 mmHg for the 10 mg QD group and -0.4 mmHg for the 30 mg QD group, noted December 19, 2022.",5
AZN,Non-small cell lung cancer (NSCLC),Phase 3,12/19/22,"Phase 3 trial did not meet primary endpoint, noted December 19, 2022.",5
ABBV,Major depressive disorder (MDD),Approved,12/19/22,"Approved December 19, 2022.",5
ANIP,Carnitine supplement,Approved,12/20/22,"Approved December 20, 2022.",5
GTHX,Neoadjuvant breast cancer,Phase 2,12/20/22,"Phase 2 data reported that oral treatment was associated with less neuropathy and was not associated with an increase in febrile neutropenia, noted December 20, 2022.",5
LGND,Chronic obstructive pulmonary disease (COPD),Phase 3,12/20/22,"ENHANCE-1 Phase 3 topline data met its primary and key secondary endpoints, noted December 20, 2022.",4
VRNA,Chronic obstructive pulmonary disease (COPD),Phase 3,12/20/22,"ENHANCE-1 Phase 3 topline data met its primary and key secondary endpoints, noted December 20, 2022.",4
ATNXQ,Neoadjuvant breast cancer,Phase 2,12/20/22,"Phase 2 data reported that oral treatment was associated with less neuropathy and was not associated with an increase in febrile neutropenia, noted December 20, 2022.",5
CYAD,Multiple Myeloma,Phase 1,12/21/22,"Phase 1 additional data reported 5 partial responses, program has been discontinued, noted December 21, 2022.",3
RLFTF,Urea cycle disorder (UCD),Approved,12/23/22,"Approved December 23, 2022.",5
ZVRA,Urea cycle disorder (UCD),Approved,12/23/22,"Approved December 23, 2022.",5
ACER,Urea cycle disorder (UCD),Approved,12/23/22,"Approved December 23, 2022.",5
ATAI,Opioid Use Disorder,Phase 1,12/23/22,"Additional results from part 2 showed that a single dose was generally well tolerated and was observed to produce analgesic effects on CPT comparable to those seen in Part 1 of this trial, noted December 23, 2022.",5
AMTI,Ulcerative colitis,Phase 2,12/23/22,"Phase 2 data at week 12 resulted in lower clinical remission (CR) rate in patients treated was 17.1% (12/70 patients) compared to a CR rate of 20.0% (7/35 patients) with placebo, noted December 23, 2022.",5
RHHBY,Follicular lymphoma,Approved,12/23/22,"Approved December 23, 2022.",5
UNCY,Hyperphosphatemia,Phase 1,12/28/22,"Trial met primary endpoint, noted December 28, 2022",4
ACST,Ataxia-Telangiectasia (A-T),Phase 3,12/28/22,"Phase 3 pharmacokinetic(PK) study met all outcome measures, noted December 28, 2022.",4
PDSB,Human papillomavirus (HPV) associated cancers,Phase 2,12/28/22,"Phase 2 data reported a median OS of 21 months, with 75% remain alive at a median follow-up of 27 months, noted December 28, 2022.",4
PFE,Hemophilia B,Phase 3,12/29/22,"Phase 3 trial met primary endpoint, noted December 29, 2022.",4
CMMB,Liver Fibrosis,Phase 2a,1/3/23,"Phase 2 top-line data reported that trial met its primary endpoints, noted January 3, 2023.",4
RDHL,COVID-19 (outpatients),Phase 2/3,1/3/23,"Phase 2 trial met primary endpoint, noted January 3, 2023.",4
CKPT,Cutaneous squamous cell carcinoma (CSCC),BLA Filing,1/4/23,"Phase 1 pivotal top-line data reported that the trial met the primary endpoint, noted January 25, 2022. Phase 1 interim efficacy results reported an objective response rate of 54.8%, noted June 16, 2022. BLA submitted to FDA, noted January 4, 2022.",4
FBIO,Cutaneous squamous cell carcinoma (CSCC),BLA Filing,1/4/23,"Phase 1 pivotal top-line data reported that the trial met the primary endpoint, noted January 25, 2022. Phase 1 interim efficacy results reported an objective response rate of 54.8%, noted June 16, 2022. BLA submitted to FDA, noted January 4, 2022.",4
TAK,Congenital thrombotic thrombocytopenic purpura (cTTP),Phase 3,1/5/23,"Phase 3 data reported that treatment reduced the incidence of thrombocytopenia events by 60%, noted January 5, 2023.",5
PHAT,Non-erosive reflux disease (NERD),Phase 3,1/8/23,"Phase 3 trial met primary endpoint in both 10 mg and 20 mg doses, noted January 8, 2023.",4
TIL,"Non-small cell lung cancer (NSCLC), ovarian cancer, and renal cell carcinoma (RCC)",Phase 1,1/9/23,"Phase 1 prioritized with initial data expected 2023. Phase 1 dosing initiated, noted October 18, 2022. Phase 2 enrollment voluntarily paused due to manufacturing issues, noted October 31, 2022. Phase 2 reopened, noted January 9, 2023.",3
BFRI,"Actinic keratosis on the extremities, neck and trunk.",Phase 3,1/9/23,"Phase 3 trial dosing initiated, noted January 9, 2023.",4
OCGN,COVID-19 (within U.S.),Phase 2/3,1/9/23,"Phase 2/3 Immuno-bridging and Broadening study met both co-primary endpoints, noted January 9, 2023.",4
GKOS,Dry Eye Disease (DED),Phase 2a,1/10/23,"Phase 2a outcomes for GLK-301 demonstrated improvement in the quality of tear film, noted January 10, 2023.",5
BCAB,Solid Tumors,Phase 2,1/10/23,"Phase 2 part 1 interim results in PD-1 failure NSCLC continues to show strong antitumor activity in a highly refractory population with additional patients enrolled, noted January 10, 2023.",5
BTAI,Neuroendocrine Prostate Cancer (NEPC),Phase 2a,1/11/23,"Phase 2a data reported that combination with pembrolizumab has demonstrated an encouraging response rate, noted January 11, 2023.",5
ORMP,Type 2 Diabetes,Phase 3,1/12/23,https://www.biopharmcatalyst.com/company/ORMP/news/110598,4
ZYME,"HER2-expressing Gastrointestinal Cancers (Gastroesophageal Adenocarcinoma, Biliary Tract Cancer, and Colorectal Cancer)",Phase 2,1/19/23,"Phase 2 data presented at ASCO Gastrointestinal Cancers Symposium reported an overall confirmed objective response rate (cORR) of 79%, disease control rate (DCR) of 92%, and median progression-free survival (mPFS) of 12.5 months, noted January 19, 2023.",5
SGEN,HER2 amplified metastatic colorectal cancer,Approved,1/19/23,"Approved January 19, 2023.",5
MRK,HER2 amplified metastatic colorectal cancer,Approved,1/19/23,"Approved January 19, 2023.",5
BGNE,First-line chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL),Approved,1/19/23,"Approved January 19, 2023.",5
CMPX,Biliary Tract Cancer (cholangiocarcinoma),Phase 2,1/19/23,"Phase 2 data presented at ASCO GI reported a 37.5% overall response rate (ORR) in 24 patients, and an ORR of 63.6% in a sub-group analysis, noted January 19, 2023.",5
LLY,Alzheimer's Disease,CRL,1/20/23,"CRL received for accelerated approval application, noted January 20, 2023.",5
CYTO,COVID-19,Phase 1,1/24/23,"Phase 1 topline data reported that trial did not meet primary endpoint, noted January 24, 2023.",5
MGTA,Acute myeloid leukemia and myelodysplasia-excess blasts,Phase 1/2,1/25/23,"Company voluntarily paused trial after a Grade 5 Serious Adverse Event (SAE) (respiratory failure and cardiac arrest resulting in death of patient), noted January 25, 2023.",3
BMY,Chronic Lymphocytic Leukemia (CLL),Phase 1/2,1/26/23,"Phase 1/2 study met the primary endpoint of complete response rate compared to historical control in the prespecified subset of patients, noted January 26, 2023.",4
ACIU,Alzheimer's disease-like characteristics in individuals with Down syndrome,Phase 1/2,1/26/23,"Phase 1b/2 trial early results from the first cohort showed that low dose could elicit an anti-Abeta antibody response as soon as week 6 (2 weeks after the second injection). The data show that ACI-24.060 vaccination has been safe and well tolerated to date, noted January 26, 2023",5
AZN,COVID-19,Phase 3,1/26/23,"FDA no longer allows treatment to be used as Emergency Use Authorization (EUA) due to the lack of effectiveness against the currently circulating variants, noted January 26, 2023.",5
LLY,Relapsed/refractory chronic lymphocytic leukemia,Approved,1/27/23,"FDA Approved on January 27, 2023.",5
MRK,"Stage IB, II or IIIA non-small cell lung cancer (NSCLC)",Approved,1/27/23,"Approved January 27, 2023.",5
EOLS,Aesthetics,Phase 2,1/28/23,"Phase 2 interim data presented at the 2023 IMCAS World Congress on indicated that the ""extra-strength"" formulation at 40U (units) achieved a duration profile of 6 months or 26 weeks, noted January 28, 2023.",5
GSK,"Covid-19 vaccine, omicron variant",Phase 1,1/30/23,"Phase 1 immunogenicity data reported that on day 29 at the 12µg dose level, CV0501 generated a ratio of post-boost to pre-boost serum neutralizing titers against BA.1 of 13.3, noted January 30, 2023.",4
CVAC,"Covid-19 vaccine, omicron variant",Phase 1,1/30/23,"Phase 1 immunogenicity data reported that on day 29 at the 12µg dose level, CV0501 generated a ratio of post-boost to pre-boost serum neutralizing titers against BA.1 of 13.3, noted January 30, 2023.",4
CNTX,"ER+, HER2-, ESR1-mutated Breast Cancer",Approved,1/31/23,"Approved January 31, 2023.",5
EDAP,Rectal endometriosis,Phase 2,1/31/23,"Phase 2 data reported that 3.3% of treated patients presenting Clavien 2 complications and zero patients presenting Clavien 3 complications, with significant decrease of the symptoms level from the first post-treatment evaluation, and the reduction of symptoms was maintained at three and six months following HIFU treatment, noted January 31, 2023.",5
GSK,Anaemia in chronic kidney disease for patients on dialysis,Approved,2/1/23,"Approved February 1, 2023.",5
AMLX,Amyotrophic Lateral Sclerosis (AML),Phase 3,2/2/23,"Phase 3 trial enrollment completed, noted February 2, 2023.",4
GILD,HR+/HER2- metastatic breast cancer,Approved,2/3/23,"Approved February 3, 2023.",5
TAK,Hereditary angioedema (HAE) attacks in patients 2 to <6 yrs,Approved,2/3/23,"FDA approved on February 3, 2023.",5
LSTA,Pre-dialysis chronic kidney disease,Phase 1b,2/6/23,"Phase 1b data reported that treatment was safe and well-tolerated by patients with no serious adverse events related to the therapy, noted February 6, 2023.",5
MESO,Chronic low back pain,Phase 3,2/8/23,"Phase 3 FDA granted Regenerative Medicine Advanced Therapy (RMAT) designation, noted February 8, 2023.",4
REGN,Retinopathy of Prematurity (ROP),Approved,2/8/23,"FDA approval on February 8, 2023.",5
PFE,Atopic dermatitis in adolescents,Approved,2/10/23,"Approved February 10, 2023.",5
BMY,Multiple Myeloma,Phase 3,2/10/23,"Full Phase 3 data presented at EBMT-EHA 5th European CAR T-cell meeting demonstrated more than tripled progression-free survival (13.3 months vs. 4.4 months) compared with standard regimens for triple-class exposed multiple myeloma, risk of disease progression or death was reduced by 51% versus standard regimens, noted February 10, 2023. Phase 3 topline results reported that trial met primary endpoint, noted September 7, 2022.",5
TSVT,Multiple Myeloma,Phase 3,2/10/23,"Full Phase 3 data presented at EBMT-EHA 5th European CAR T-cell meeting demonstrated more than tripled progression-free survival (13.3 months vs. 4.4 months) compared with standard regimens for triple-class exposed multiple myeloma, risk of disease progression or death was reduced by 51% versus standard regimens, noted February 10, 2023. Phase 3 topline results reported that trial met primary endpoint, noted September 7, 2022.",5
ANAB,dMMR endometrial cancer,Approved,2/10/23,"Full approval granted February 10, 2023.",5
GSK,dMMR endometrial cancer,Approved,2/10/23,"Full approval granted February 10, 2023.",5
RGNX,Neovascular Age-related macular degeneration (AMD),Phase 2,2/11/23,"Phase 2 PK data reported that treatment was well tolerated with five SAEs reported and protein concentrations in the eye were similar between the manufacturing processes, noted February 11, 2023.",5
IMVIQ,Diffuse Large B Cell Lymphoma (DLBCL),Phase 2,2/13/23,"Phase 2b initial response data showed that from 6/8 patients evaluable for efficacy; 3 patients showed confirmed complete responses, 1 patient was assessed with stable disease as best response and 2 patients were assessed with progressive disease as best response; and 2 patients with poor level of baseline functionality (ECOG ≥ 2) failed to stay on study through to the first scan and therefore could not be evaluated, noted February 13, 2023.",5
GTHX,Metastatic colorectal cancer (mCRC),Phase 3,2/13/23,"Phase 3 topline data reported that achieved its co-primary endpoints related to severe neutropenia but failed to achieve a significant response in overall response rate (ORR) and preliminary measures of survival, noted February 13, 2023.",5
FREQ,Sensorineural hearing loss progression (SNHL),Phase 1b,2/13/23,"Phase 1b dosing completed, development to be discontinued, noted February 13, 2023.",3
FREQ,Acquired Sensorineural Hearing Loss (SNHL),Phase 2b,2/13/23,"Phase 2b study failed to achieve its primary efficacy endpoint of an improvement in speech perception. The Company will now discontinue the FX-322 development program, noted February 13, 2023.",5
BCYC,Solid tumors,Phase 1/2,2/14/23,"Phase 1/2 data reported a 50% ORR and 75% benefit rate, including one complete response, noted February 14, 2023.",4
PRTC,"Healthy volunteers, neurological and neuropsychological conditions",Phase 1,2/14/23,"Phase 1 study achieved blood levels of allopregnanolone at or above those associated with therapeutic effect in postpartum depression1 and was generally well-tolerated, noted February 14, 2023.",5
MGNX,Solid tumors,Phase 1,2/14/23,"Phase 1 reported that nine of the 35 patients (25.7%) achieved confirmed partial responses (cPR), noted February 14, 2023.",5
ALVR,BK viremia,Phase 2,2/15/23,"Phase 2 final results showed an even greater antiviral effect with treatment in patients with BK viral load ≥10,000 copies/mL at screening and in the biweekly posoleucel dosing group, identifying a dosing regimen and patient population to advance into a future trial., noted February 15, 2023.",5
OPTN,Chronic sinusitis,Phase 3,2/16/23,"Phase 3 trial met both co-primary endpoints, noted March 7, 2022. Phase 3 additional analysis reported that patients experienced a spectrum of benefits on symptoms and quality of life, as well improvement in objective measures of disease, relative to patients receiving a placebo comparator, noted July 8, 2022. Phase 3 pre-planned analysis of pooled data revealed 66% reduction in sinusitis exacerbations (flares) with treatment compared to placebo, noted July 13, 2022. sNDA submitted to FDA on February 16, 2023",5
JSPR,Sickle Cell Disease and Beta Thalassemia,Phase 1/2,2/16/23,"Phase 1/2 follow up data reported that two sickle cell disease participants have achieved 100% donor myeloid chimerism through 100 days follow-up, noted February 16, 2023.",5
TOVX,Allogeneic hematopoietic cell transplantation (HCT) for the prevention of acute graft-versus-host-disease (aGVHD),Phase 1/2,2/16/23,"Phase 1b/2a data reported that no AEs or SAEs were determined to be related to study drug treatment by the investigators, noted February 16, 2023.",5
MRK,Advanced unresectable or metastatic gastric (GEJ) adenocarcinoma,Phase 3,2/16/23,"Phase 3 trial combination data showed statistically significant improvements in progression-free survival and objective response rate, noted February 16, 2023.",5
TALS,Transplanted Organ Rejection,Phase 3,2/16/23,"Trial was discontinued due to the pace of enrollment and the associated timeline to critical milestones, noted February 16, 2023.",3
TALS,Delayed tolerance kidney transplant,Phase 2,2/16/23,"Trial was discontinued due to the pace of enrollment and the associated timeline to critical milestones, noted February 16, 2023.",3
CLSD,Uveal melanoma including choroidal melanoma,Phase 2,2/16/23,"Phase 2 safety and efficacy data presented with an average of nine months of follow-up for patients treated with three cycles of therapy showed response to the therapy with 89-100% tumor control, noted February 16, 2023.",5
AURA,Uveal melanoma including choroidal melanoma,Phase 2,2/16/23,"Phase 2 safety and efficacy data presented with an average of nine months of follow-up for patients treated with three cycles of therapy showed response to the therapy with 89-100% tumor control, noted February 16, 2023.",5
PFE,Lyme disease vaccine for outdoor recreationists,Phase 3,2/17/23,"Phase 3 study discontinued about 50% of patients enrolled following violations of Good Clinical Practice (GCP) at certain clinical trial sites run by a third-party clinical trial site operator, noted February 17, 2023.",3
VALN,Lyme disease vaccine for outdoor recreationists,Phase 3,2/17/23,"Phase 3 study discontinued about 50% of patients enrolled following violations of Good Clinical Practice (GCP) at certain clinical trial sites run by a third-party clinical trial site operator, noted February 17, 2023.",3
GILD,Metastatic urothelial cancer (mUC),Phase 2,2/17/23,"Phase 2 data demonstrated the efficacy of 13.5 Months overall survival in patients, noted February 17, 2023.",5
APLS,Geographic atrophy (GA),Approved,2/17/23,"FDA Approval on February 17, 2023.",5
TVTX,IgA nephropathy,Approved,2/17/23,"FDA accelerated approval on February 17, 2023.",5
TEVA,Tardive dyskinesia (TD),Approved,2/17/23,"FDA Approval on February 17, 2023.",5
TAK,Acute Graft-Versus-Host Disease (aGvHD) in patients allo-HSCT,Phase 3,2/18/23,"Phase 3 study met primary endpoint in lower gastrointestinal (GI) aGvHD-free survival by Day 180 after allo-HSCT with no relevant differences in safety profile versus placebo, noted February 18, 2023.",4
IONS,Hereditary Angioedema (HAE),Phase 2,2/21/23,"Phase 2 open-label study data reinforce the treatment's potential to be a best-in-class prophylactic treatment for patients living with hereditary angioedema, noted February 21, 2023.",5
EFTR,COVID-19,Phase 1b,2/21/23,"Phase 1b data reported that only Grade 1 or 2 events were reported, noted February 21, 2023.",4
ALRN,Breast cancer,Phase 1b,2/21/23,"Phase 1b trial terminated following Grade 4 SAE, noted February 21, 2023.",3
MRK,COVID-19,Phase 3,2/21/23,"Phase 3 trial did not meet statistical significance, noted February 21, 2023.",5
SNY,Hemophilia A,Approved,2/23/23,"Approved February 23, 2023.",5
CING,Healthy volunteers in fed and fasted states,Phase 1,2/23/23,"Phase 1 data demonstrated that CTx-1301 can be taken with or without food, noted February 23, 2023.",5
CDXS,Exocrine pancreatic insufficiency (EPI),Phase 1,2/23/23,"Phase 1 interim data reported that no safety issues occurred, with no SAEs or discontinuations, noted February 23, 2023.",3
BCTX,Breast cancer,Phase 1/2,2/23/23,"Additional Phase 1/2 data reported that 9 of 11 (82%) patients remain alive from 2021/2022 dosing and 7 of 11 (64%) patients showed either disease control or progression-free survival, noted February 23, 2023.",5
GSK,HIV-1,Phase 3,2/23/23,"Phase 3b data reported that the trial achieved primary endpoint, noted February 23, 2023.",5
ATXS,"Hereditary angioedema (HAE), healthy volunteers",Phase 1a,2/24/23,"Phase 1a trial data reported a half-life of 117 days, supporting dosing every three months or less, noted February 24, 2023.",4
FULC,Sickle Cell Disease,Phase 1,2/24/23,"IND placed on hold February 24, 2023.",4
DBVT,Peanut allergy - ages 1 to 3 years,Phase 3,2/24/23,"Phase 3 data due presented at AAAAI reported that data demonstrate that treatment with Viaskin Peanut 250 μg for up to 36 months in peanut-allergic children was generally safe and well tolerated, noted February 24, 2023.",5
AQST,Allergic reactions (anaphylaxis),Phase 2,2/24/23,"Phase 2 pharmacokinetic and pharmacodynamic data due presented at AAAAI reported rapid absorption following sublingual administration with the fastest observed median Tmax (12 min forAQST-109, 23 min for EpiPen, and 45 min for IM injection), noted February 24, 2023.",5
BLU,Refractory Chronic Cough,Phase 2b,2/26/23,"Phase 2b data shared at AAAAI reported that similar burdens are also reported across all three LCQ subdomains in the main vs exploratory populations, noted February 26, 2023.",4
APTX,"Parkinson’s disease cognitive impairment, healthy volunteers",Phase 2,2/27/23,"Phase 2 study did not demonstrate sufficient efficacy to support further development, noted February 27, 2023.",5
BPMC,Indolent and smoldering systemic mastocytosis (SM),Phase 2,2/27/23,"Phase 2 data presented at AAAAI reported a statistically significant and clinically meaningful improvement in total symptom score that deepened over time, noted February 27, 2023.",5
AMGN,Heart failure with reduced ejection fraction (HFrEF),CRL,2/28/23,"CRL issued February 28, 2023.",4
CYTK,Heart failure with reduced ejection fraction (HFrEF),CRL,2/28/23,"CRL issued February 28, 2023.",4
REGN,Polymyalgia rheumatica (PMR),Approved,2/28/23,"Approved February 28, 2023.",5
INO,Cervical high-grade squamous intraepithelial lesions (HSIL),Phase 3,3/1/23,"Phase 3 trial did not achieved in the investigational biomarker-selected population for the endpoint of lesion regression and viral clearance, noted March 1, 2023.",5
AMAM,HER2-positive metastatic breast cancer,Phase 3,3/1/23,"Phase 3 trial met its pre-specified interim primary efficacy endpoint with statistical significance, demonstrating a greater progression-free survival benefit compared to the control, noted March 1, 2023.",5
RXDX,Ulcerative colitis,Phase 2,3/1/23,"Phase 2 trial met all ranked secondary endpoints, noted March 1, 2023.",4
MRK,Ulcerative colitis,Phase 2,3/1/23,"Phase 2 trial met all ranked secondary endpoints, noted March 1, 2023.",4
ISEE,Geographic atrophy,Phase 3,3/1/23,"Additional Phase 3 data reported that post-hoc time-to-event analysis signals up to 59% risk reduction in rate of vision loss compared to sham treatment at 12 months, noted March 1, 2023.",5
DVAX,COVID-19 vaccine,Phase 3,3/2/23,"Phase 3 data reported that the fold decline of neutralizing antibodies over six months after a second vaccination with VLA2001 was similar to the active comparator, and less pronounced than for other licensed COVID-19 vaccines, noted March 2, 2023.",4
VALN,COVID-19 vaccine,Phase 3,3/2/23,"Phase 3 data reported that the fold decline of neutralizing antibodies over six months after a second vaccination with VLA2001 was similar to the active comparator, and less pronounced than for other licensed COVID-19 vaccines, noted March 2, 2023.",4
EXEL,Renal Cell Carcinoma,Phase 3,3/3/23,"Phase 3 trial did not meet its primary endpoint, noted March 3, 2023.",5
AMTI,Pouchitis,Phase 2,3/3/23,"Additional Phase 3 data demonstrated oral's gut-restricted profile with tissue-level pharmacodynamics (PD) effects and no systemic exposure by design. Translational analysis reveals IL-10 biological responses in 3mg and 10mg dose arms, noted March 3, 2023.",5
RXDX,Crohn’s Disease,Phase 2a,3/3/23,"Phase 2a primary and secondary results reported efficacy in biologic-experienced subjects consistent with overall population and consistent across subgroups and irrespective of presence of ADA, noted March 3, 2023.",4
LLY,"HR+, HER2-, Node-Positive, High Risk Early Breast Cancer",Approved,3/3/23,"Approved March 3, 2023.",5
MRK,Crohn’s Disease,Phase 2a,3/3/23,"Phase 2a primary and secondary results reported efficacy in biologic-experienced subjects consistent with overall population and consistent across subgroups and irrespective of presence of ADA, noted March 3, 2023.",4
ACHV,Smoking cessation,Phase 3,3/3/23,"Additionnal Phase 3 data presented at the Society for Research on Nicotine and Tobacco (SRNT) Annual Meeting confirmed that successful abstinence was observed in subgroups of smokers who received cytisinicline. Subjects who received either 6 or 12-weeks of cytisinicline treatment experienced consistently higher rates of abstinence, noted March 3, 2023.",5
AMGN,Coronary Artery Disease (CAD),Phase 3,3/4/23,"Phase 3 data presented at the ACC.23/WCC reported that treatment significantly reduced both first and recurrent CV events, with more than double the number of total events prevented as compared with 1st events only, noted March 4, 2023.",5
MRK,Hypercholesterolemia,Phase 2b,3/6/23,"Phase 2b trial data presented at ACC showed that study was generally well tolerated and reduced LDL-C across all dose levels compared to placebo, noted March 6, 2023.",5
CHRS,Pegfilgrastim biosimilar,Approved,3/6/23,"Autoinjector approved March 6, 2023.",5
MRK,"Measles, Mumps, and Rubella Virus Vaccine Live",Approved,3/6/23,"Approved March 6, 2023.",5
ACRS,Hidradenitis suppurativa,Phase 2a,3/6/23,"Phase 2a study did not meet primary and secondary endpoints, noted March 6, 2023.",5
ARMP,Pseudomonas aeruginosa Infections and Cystic Fibrosis,Phase 1/2,3/6/23,"Phase 1/2 top-line data reported that treatment was well-tolerated with a proportional increase in exposure as measured in induced sputum, noted March 6, 2023.",5
FRTX,Atopic dermatitis,Phase 1,3/7/23,"Phase 1 topline results reported that treatment was well tolerated and plasma concentrations within the potential therapeutic dose range were consistent with efficacious exposure levels established in nonclinical disease models, noted March 7, 2023.",5
AMPH,Opioid overdose,Approved,3/7/23,"Approved March 8, 2023.",5
FRTX,Autoimmune and inflammatory diseases,Phase 1,3/7/23,"Phase 1 SAD and MAD topline results reported that trial met the primary endpoint, noted March 7, 2023.",4
NVIV,Complete Thoracic AIS A Spinal Cord Injury,Phase 3,3/9/23,"Pivotal trial did not meet the primary endpoint, noted March 9, 2023.",5
RHHBY,Diffuse Large B-Cell Lymphoma,BLA Filing,3/10/23,"Advisory committee meeting voted 11 to 2 in favor of approval, noted March 10, 2023.",5
PFE,Migraine,Approved,3/10/23,"Approved March 10, 2023.",5
ACAD,Rett Syndrome,Approved,3/10/23,"Approved March 10, 2023.",5
SYBX,Homocystinuria (HCU),Phase 1,3/12/23,"Phase 1 data presented at SIMD reported that no serious adverse events or deaths related to SYNB1618 or SYNB1934, noted March 19, 2023.",5
BIVI,Ascites,Phase 2b,3/13/23,"Phase 2b data reported that treatment resulted in a 34% reduction in ascites fluid during the 28 days after treatment initiation compared to the 28 days prior to treatment, noted March 13, 2023.",5
ARDS,Cystic Fibrosis,Phase 2a,3/13/23,"Phase 2a trial met primary and secondary endpoints, noted March 13, 2023.",4
ROIV,Atopic Dermatitis,Phase 3,3/15/23,"Phase 3 study met primary of Validated Investigator Global Assessment for Atopic Dermatitis (vIGA-AD) and all secondary endpoints, noted March 15, 2023.",4
IXHL,Anxiety,Phase 2,3/15/23,"Phase 2 data reported that the company found that there is a high probability that the total study will show a statistically significant benefit for the psilocybin treatment arm over the placebo treatment arm. This projection is made by assuming the effect size observed in the interim analysis for 29 participants is representative of the effect size through the remaining 43 participants, noted March 15, 2023.",5
JNCE,Solid tumors,Phase 1,3/16/23,"Phase 1 data report 5 durable responses, with 4 being confirmed responses, noted March 16, 2023.",4
MRK,Non-small cell lung cancer (NSCLC),Phase 2,3/16/23,"Phase 2 trial did not meet primary endpoint, noted March 16, 2023.",5
ACER,induced Vasomotor Symptoms (iVMS) associated with menopause,Phase 1,3/17/23,"Phase 2a PoC did not meet its primary endpoint of ability to decrease the frequency or severity of hot flashes in postmenopausal women. As a result, the company is pausing the program until a full dataset review, noted March 17, 2023",5
NVS,Pediatric BRAF V600E low-grade glioma,Approved,3/17/23,"Approved March 17, 2023.",5
CNTB,Atopic dermatitis,Phase 2b,3/17/23,"Phase 2b data reported that at week 2, EASI decreased by -26.3% (head/neck), -26.4% (trunk), -21.6% (upper limbs) and -23.2% (lower limbs) for patients on CBP-201 300 mg Q4W treatment vs -9.5% to -15.7% with placebo, noted March 17, 2023.",5
ZVRA,induced Vasomotor Symptoms (iVMS) associated with menopause,Phase 1,3/17/23,"Phase 2a PoC did not meet its primary endpoint of ability to decrease the frequency or severity of hot flashes in postmenopausal women. As a result, the company is pausing the program until a full dataset review, noted March 17, 2023",5
CNTB,Atopic dermatitis (AD),Phase 2b,3/18/23,"Phase 2b data reported that baseline median Eczema Area and Severity Index (EASI) was 26.9. 54.5% of patients were considered severe, with a baseline Investigators Global Assessment (IGA) score of 4, noted March 18, 2023.",4
EDSA,Allergic contact dermatitis (ACD),Phase 2b,3/18/23,"Phase 2b data presented at AAD reported a 60% average improvement in symptoms from baseline on the CDSI versus 39% for the vehicle treated patients, noted March 18, 2023.",5
ABBV,Plaque psoriasis,Phase 3,3/18/23,"Phase 3 long-term data reported that short- and long-term efficacy of psoriasis signs and symptoms (sPGA 0/1) at week 16 and week 52 in a difficult-to-treat population, with no new safety signals observed, noted March 18, 2023.",5
SYBX,Phenylketonuria (PKU),Phase 2,3/19/23,"Phase 2 full data presentation at SIMD reported plasma Phe reduction of -53% among responders with a response rate was 60%, noted March 19, 2023.",5
RHHBY,Spinal Muscular Atrophy (SMA) type 2 and 3,Phase 2/3,3/20/23,"Phase 2/3 data reported increases in motor function observed during the first year were maintained through the fourth year, while the overall rate of adverse events continued to decrease, noted March 20, 2023.",5
KRTX,Schizophrenia,Phase 3,3/20/23,"Phase 3 trial met primary endpoint, noted March 20, 2023.",4
NVS,"Rheumatoid arthritis, juvenile idiopathic arthritis, psoriatic arthritis, ankylosing spondylitis, Crohn’s disease, ulcerative colitis, and plaque psoriasis",Approved,3/21/23,"Approved March 21, 2023.",5
ALT,"Non-alcoholic steatohepatitis (NASH) - Healthy, Overweight and Obese Volunteers",Phase 2,3/21/23,"Phase 2 interim 24-week data data showed that approximately 50% of subjects achieved 10% or more weight loss and approximately 20% of subjects achieved 15% or more weight loss at the 1.8 mg and 2.4 mg doses at Week 24. Treatment discontinuation rates were 28.2% in subjects receiving placebo and 24.0% in subjects receiving pemvidutide, noted March 21, 2023.",5
SELB,Chronic Refractory Gout,Phase 3,3/21/23,"Phase 3 top-line data reported that both trials met their primary endpoints, noted March 21, 2023.",4
PHIO,Melanoma,Phase 1b,3/22/23,"Phase 1b safety data reported no dose-limiting toxicity, and no drug-related severe adverse events or serious adverse events, noted March 22, 2023.",4
